,year,rank,title,network,rating,camera,laugh_track_category
0,1950,1,Texaco Star Theater,NBC,61.6,Unknown,studio_audience
1,1950,4,Your Show of Shows,NBC,42.6,Multi-camera,studio_audience
2,1950,5,The Colgate Comedy Hour,NBC,42.0,Multi-camera,studio_audience
3,1950,8,Arthur Godfrey's Talent Scouts,CBS,40.6,Multi-camera,studio_audience
4,1950,10,Mama,CBS,39.7,Unknown,no_added_laughter
5,1950,15,The Toast of the Town,CBS,36.5,Unknown,studio_audience
6,1950,16,The Aldrich Family,NBC,36.1,Unknown,studio_audience
7,1950,17,You Bet Your Life,NBC,36.0,Unknown,studio_audience
8,1950,19,Big Town,CBS,35.6,Unknown,no_added_laughter
9,1950,28,The Ken Murray Show,CBS,32.1,Unknown,studio_audience
10,1950,30,Lux Video Theatre,CBS,31.5,Unknown,no_added_laughter
11,1951,1,Arthur Godfrey's Talent Scouts,CBS,53.8,Multi-camera,studio_audience
12,1951,2,Texaco Star Theater,NBC,52.0,Unknown,studio_audience
13,1951,3,I Love Lucy,CBS,50.9,Multi-camera,studio_audience
14,1951,4,The Red Skelton Show,NBC,50.2,Unknown,studio_audience
15,1951,5,The Colgate Comedy Hour,NBC,45.3,Multi-camera,studio_audience
16,1951,8,Your Show of Shows,NBC,43.0,Multi-camera,studio_audience
17,1951,9,The Jack Benny Show,CBS,42.8,Unknown,studio_audience
18,1951,10,You Bet Your Life,NBC,42.1,Unknown,studio_audience
19,1951,11,Mama,CBS,41.3,Unknown,no_added_laughter
20,1951,13,Amos 'n' Andy,CBS,38.9,Unknown,canned_laugh_track
21,1951,15,Big Town,CBS,38.5,Unknown,no_added_laughter
22,1951,20,All Star Revue,NBC,36.3,Unknown,studio_audience
23,1952,1,I Love Lucy,CBS,67.3,Multi-camera,studio_audience
24,1952,2,Arthur Godfrey's Talent Scouts,CBS,54.7,Multi-camera,studio_audience
25,1952,5,Texaco Star Theater,NBC,46.7,Unknown,studio_audience
26,1952,7,The Colgate Comedy Hour,NBC,44.3,Multi-camera,studio_audience
27,1952,9,You Bet Your Life,NBC,41.6,Unknown,studio_audience
28,1952,11,The Red Buttons Show,CBS,40.2,Unknown,studio_audience
29,1952,12,The Jack Benny Show,CBS,39.0,Unknown,studio_audience
30,1952,16,The Life of Riley,NBC,37.4,Unknown,canned_laugh_track
31,1952,18,Mama,CBS,37.0,Unknown,no_added_laughter
32,1952,19,Your Show of Shows,NBC,36.0,Multi-camera,studio_audience
33,1952,20,What's My Line?,CBS,35.3,Unknown,studio_audience
34,1952,22,Our Miss Brooks,CBS,35.0,Multi-camera,studio_audience
35,1952,25,Amos 'n' Andy,CBS,34.4,Unknown,canned_laugh_track
36,1952,26,All Star Revue,NBC,34.3,Unknown,studio_audience
37,1952,28,The Red Skelton Show,NBC,33.7,Unknown,studio_audience
38,1953,1,I Love Lucy,CBS,58.8,Multi-camera,studio_audience
39,1953,3,Arthur Godfrey's Talent Scouts,CBS,43.6,Multi-camera,studio_audience
40,1953,3,You Bet Your Life,NBC,43.6,Unknown,studio_audience
41,1953,5,The Milton Berle Show,NBC,40.2,Unknown,studio_audience
42,1953,8,The Jackie Gleason Show,CBS,38.1,Multi-camera,studio_audience
43,1953,10,The Colgate Comedy Hour,NBC,36.2,Multi-camera,studio_audience
44,1953,12,The Red Buttons Show,CBS,35.3,Unknown,studio_audience
45,1953,13,The Life of Riley,NBC,35.0,Unknown,studio_audience
46,1953,14,Our Miss Brooks,CBS,34.2,Multi-camera,studio_audience
47,1953,16,The Jack Benny Show,CBS,33.3,Unknown,studio_audience
48,1953,17,The Toast of the Town,CBS,33.0,Unknown,studio_audience
49,1953,20,The George Burns and Gracie Allen Show,CBS,32.4,Unknown,studio_audience
50,1953,24,Private Secretary,CBS,30.3,Unknown,canned_laugh_track
51,1953,25,I Married Joan,NBC,30.2,Unknown,canned_laugh_track
52,1953,25,Mama,CBS,30.2,Unknown,no_added_laughter
53,1953,27,General Electric Theater,CBS,29.9,Unknown,no_added_laughter
54,1953,28,What's My Line?,CBS,29.6,Unknown,studio_audience
55,1954,1,I Love Lucy,CBS,49.3,Multi-camera,studio_audience
56,1954,2,The Jackie Gleason Show,CBS,42.4,Multi-camera,studio_audience
57,1954,4,You Bet Your Life,NBC,41.0,Unknown,studio_audience
58,1954,5,The Toast of the Town,CBS,39.6,Unknown,studio_audience
59,1954,7,The Jack Benny Show,CBS,38.3,Unknown,studio_audience
60,1954,8,The George Gobel Show,NBC,35.2,Unknown,studio_audience
61,1954,10,December Bride,CBS,34.7,Unknown,studio_audience
62,1954,11,The Buick-Berle Show,NBC,34.6,Unknown,studio_audience
63,1954,17,General Electric Theater,CBS,32.6,Unknown,no_added_laughter
64,1954,18,Arthur Godfrey's Talent Scouts,CBS,32.5,Multi-camera,studio_audience
65,1954,19,Private Secretary,CBS,32.2,Unknown,canned_laugh_track
66,1954,21,The Life of Riley,NBC,30.9,Unknown,canned_laugh_track
67,1954,24,Topper,CBS,29.4,Unknown,canned_laugh_track
68,1954,26,The George Burns and Gracie Allen Show,CBS,29.0,Unknown,canned_laugh_track
69,1954,27,The Colgate Comedy Hour,NBC,28.0,Multi-camera,studio_audience
70,1954,28,The Loretta Young Show,NBC,27.7,Single-camera,no_added_laughter
71,1954,29,My Little Margie,NBC,27.1,Multi-camera,canned_laugh_track
72,1955,2,I Love Lucy,CBS,46.1,Multi-camera,studio_audience
73,1955,3,The Ed Sullivan Show,CBS,39.5,Multi-camera,studio_audience
74,1955,5,The Jack Benny Show,CBS,37.2,Unknown,studio_audience
75,1955,6,December Bride,CBS,37.0,Unknown,studio_audience
76,1955,7,You Bet Your Life,NBC,35.4,Unknown,studio_audience
77,1955,11,General Electric Theater,CBS,32.9,Unknown,no_added_laughter
78,1955,12,Private Secretary,CBS,32.4,Unknown,canned_laugh_track
79,1955,14,The Red Skelton Show,CBS,32.3,Unknown,studio_audience
80,1955,15,The George Gobel Show,NBC,31.9,Unknown,studio_audience
81,1955,16,Arthur Godfrey's Talent Scouts,CBS,31.1,Multi-camera,studio_audience
82,1955,17,The Lineup,CBS,30.8,Unknown,no_added_laughter
83,1955,19,The Honeymooners,CBS,30.2,Multi-camera,studio_audience
84,1955,21,The Life of Riley,NBC,29.9,Unknown,canned_laugh_track
85,1955,25,Lux Video Theatre,NBC,28.9,Unknown,no_added_laughter
86,1955,27,The George Burns and Gracie Allen Show,CBS,28.4,Unknown,canned_laugh_track
87,1955,30,The Phil Silvers Show,CBS,28.1,Unknown,studio_audience
88,1956,1,I Love Lucy,CBS,43.7,Multi-camera,studio_audience
89,1956,2,The Ed Sullivan Show,CBS,38.4,Multi-camera,studio_audience
90,1956,3,General Electric Theater,CBS,36.9,Unknown,no_added_laughter
91,1956,5,December Bride,CBS,35.2,Unknown,studio_audience
92,1956,10,The Jack Benny Show,CBS,32.3,Unknown,studio_audience
93,1956,12,Arthur Godfrey's Talent Scouts,CBS,31.9,Multi-camera,studio_audience
94,1956,15,The Red Skelton Show,CBS,31.4,Unknown,studio_audience
95,1956,15,The Lineup,CBS,31.4,Unknown,no_added_laughter
96,1956,17,You Bet Your Life,NBC,31.1,Unknown,studio_audience
97,1956,22,The Phil Silvers Show,CBS,29.7,Unknown,canned_laugh_track
98,1956,24,Lassie,CBS,29.5,Unknown,no_added_laughter
99,1956,25,Private Secretary,CBS,29.0,Unknown,canned_laugh_track
100,1956,26,What's My Line?,CBS,28.9,Unknown,studio_audience
101,1956,28,The George Burns and Gracie Allen Show,CBS,27.8,Unknown,canned_laugh_track
102,1956,29,The Jackie Gleason Show,CBS,27.6,Multi-camera,studio_audience
103,1957,2,The Danny Thomas Show,CBS,35.3,Unknown,studio_audience
104,1957,7,General Electric Theater,CBS,31.5,Unknown,no_added_laughter
105,1957,9,December Bride,CBS,30.7,Unknown,canned_laugh_track
106,1957,10,You Bet Your Life,NBC,30.6,Unknown,studio_audience
107,1957,15,The Red Skelton Show,CBS,28.9,Unknown,studio_audience
108,1957,16,The Gale Storm Show,CBS,28.8,Unknown,canned_laugh_track
109,1957,18,The Lineup,CBS,28.4,Unknown,no_added_laughter
110,1957,22,Lassie,CBS,27.8,Unknown,no_added_laughter
111,1957,23,Father Knows Best,NBC,27.7,Unknown,canned_laugh_track
112,1957,27,The Ed Sullivan Show,CBS,27.3,Multi-camera,studio_audience
113,1957,28,The Jack Benny Show,CBS,27.1,Unknown,studio_audience
114,1957,30,The Loretta Young Show,NBC,26.6,Single-camera,no_added_laughter
115,1957,30,The Real McCoys,ABC,26.6,Single-camera,canned_laugh_track
116,1958,5,The Danny Thomas Show,CBS,32.8,Unknown,studio_audience
117,1958,6,Maverick,ABC,30.4,Unknown,no_added_laughter
118,1958,8,The Real McCoys,ABC,30.1,Single-camera,canned_laugh_track
119,1958,12,The Red Skelton Show,CBS,28.5,Unknown,studio_audience
120,1958,13,Father Knows Best,CBS,28.3,Unknown,canned_laugh_track
121,1958,21,The Ann Sothern Show,CBS,27.0,Unknown,studio_audience
122,1958,25,General Electric Theater,CBS,26.7,Unknown,no_added_laughter
123,1959,4,The Danny Thomas Show,CBS,31.1,Unknown,studio_audience
124,1959,5,The Red Skelton Show,CBS,30.8,Unknown,studio_audience
125,1959,6,Father Knows Best,CBS,29.7,Unknown,canned_laugh_track
126,1959,11,The Real McCoys,ABC,28.2,Single-camera,canned_laugh_track
127,1959,12,The Ed Sullivan Show,CBS,28.0,Multi-camera,studio_audience
128,1959,16,Dennis the Menace,CBS,26.0,Unknown,canned_laugh_track
129,1959,19,Maverick,ABC,25.2,Unknown,no_added_laughter
130,1959,21,General Electric Theater,CBS,24.4,Unknown,no_added_laughter
131,1959,24,The Ann Sothern Show,CBS,24.2,Unknown,studio_audience
132,1959,26,You Bet Your Life,NBC,24.0,Unknown,studio_audience
133,1959,27,What's My Line?,CBS,23.9,Unknown,studio_audience
134,1959,29,Lassie,CBS,23.1,Unknown,no_added_laughter
135,1960,4,The Andy Griffith Show,CBS,27.8,Single-camera,canned_laugh_track
136,1960,5,The Real McCoys,ABC,27.7,Single-camera,canned_laugh_track
137,1960,10,The Jack Benny Show,CBS,26.2,Unknown,studio_audience
138,1960,11,Dennis the Menace,CBS,26.1,Unknown,canned_laugh_track
139,1960,12,The Danny Thomas Show,CBS,25.9,Unknown,studio_audience
140,1960,13,My Three Sons,ABC,25.8,Unknown,canned_laugh_track
141,1960,15,The Ed Sullivan Show,CBS,25.0,Multi-camera,studio_audience
142,1960,18,The Flintstones,ABC,24.3,Unknown,canned_laugh_track
143,1960,19,The Red Skelton Show,CBS,24.0,Unknown,studio_audience
144,1960,20,General Electric Theater,CBS,23.4,Unknown,no_added_laughter
145,1960,22,What's My Line?,CBS,23.1,Unknown,studio_audience
146,1960,23,The Many Loves of Dobie Gillis,CBS,23.0,Single-camera,canned_laugh_track
147,1961,4,Hazel,NBC,27.7,Unknown,canned_laugh_track
148,1961,6,The Red Skelton Show,CBS,27.1,Unknown,studio_audience
149,1961,7,The Andy Griffith Show,CBS,27.0,Single-camera,canned_laugh_track
150,1961,8,The Danny Thomas Show,CBS,26.1,Unknown,studio_audience
151,1961,11,My Three Sons,ABC,24.7,Unknown,canned_laugh_track
152,1961,14,The Real McCoys,ABC,24.2,Single-camera,canned_laugh_track
153,1961,15,Lassie,CBS,24.0,Unknown,no_added_laughter
154,1961,17,Dennis the Menace,CBS,23.8,Unknown,canned_laugh_track
155,1961,19,The Ed Sullivan Show,CBS,23.5,Multi-camera,studio_audience
156,1961,20,"Car 54, Where Are You?",NBC,23.2,Single-camera,canned_laugh_track
157,1961,21,The Flintstones,ABC,22.9,Unknown,canned_laugh_track
158,1961,21,The Many Loves of Dobie Gillis,CBS,22.9,Single-camera,canned_laugh_track
159,1961,24,The Joey Bishop Show,NBC,22.6,Unknown,studio_audience
160,1961,30,The Donna Reed Show,ABC,21.9,Single-camera,canned_laugh_track
161,1962,1,The Beverly Hillbillies,CBS,36.0,Single-camera,canned_laugh_track
162,1962,2,The Red Skelton Show,CBS,31.1,Unknown,studio_audience
163,1962,4,The Lucy Show,CBS,29.8,Multi-camera,studio_audience
164,1962,6,The Andy Griffith Show,CBS,29.7,Single-camera,canned_laugh_track
165,1962,7,The Danny Thomas Show,CBS,28.7,Unknown,studio_audience
166,1962,9,The Dick Van Dyke Show,CBS,27.1,Unknown,studio_audience
167,1962,11,The Jack Benny Show,CBS,26.2,Unknown,studio_audience
168,1962,13,What's My Line?,CBS,25.5,Unknown,studio_audience
169,1962,14,The Ed Sullivan Show,CBS,25.3,Multi-camera,studio_audience
170,1962,15,Hazel,NBC,25.1,Unknown,canned_laugh_track
171,1962,17,The Jackie Gleason Show,CBS,24.1,Multi-camera,studio_audience
172,1962,19,To Tell the Truth,CBS,23.3,Unknown,studio_audience
173,1962,19,Lassie,CBS,23.3,Unknown,no_added_laughter
174,1962,28,My Three Sons,ABC,21.0,Unknown,canned_laugh_track
175,1962,30,The Flintstones,ABC,20.5,Unknown,canned_laugh_track
176,1963,1,The Beverly Hillbillies,CBS,39.1,Single-camera,canned_laugh_track
177,1963,3,The Dick Van Dyke Show,CBS,33.3,Unknown,studio_audience
178,1963,4,Petticoat Junction,CBS,30.3,Single-camera,canned_laugh_track
179,1963,5,The Andy Griffith Show,CBS,29.4,Single-camera,canned_laugh_track
180,1963,6,The Lucy Show,CBS,28.1,Multi-camera,studio_audience
181,1963,8,The Ed Sullivan Show,CBS,27.5,Multi-camera,studio_audience
182,1963,9,The Danny Thomas Show,CBS,26.7,Unknown,studio_audience
183,1963,10,My Favorite Martian,CBS,26.3,Single-camera,canned_laugh_track
184,1963,11,The Red Skelton Show,CBS,25.7,Unknown,studio_audience
185,1963,12,Lassie,CBS,25.0,Unknown,no_added_laughter
186,1963,12,The Jack Benny Show,CBS,25.0,Unknown,studio_audience
187,1963,15,The Jackie Gleason Show,CBS,24.6,Multi-camera,studio_audience
188,1963,16,The Donna Reed Show,ABC,24.5,Single-camera,canned_laugh_track
189,1963,18,The Patty Duke Show,ABC,23.9,Single-camera,canned_laugh_track
190,1963,22,Hazel,NBC,22.8,Unknown,canned_laugh_track
191,1963,22,McHale's Navy,ABC,22.8,Single-camera,canned_laugh_track
192,1963,24,To Tell the Truth,CBS,22.6,Unknown,studio_audience
193,1963,24,What's My Line?,CBS,22.6,Unknown,studio_audience
194,1963,27,My Three Sons,ABC,21.9,Unknown,canned_laugh_track
195,1963,29,The Adventures of Ozzie and Harriet,ABC,21.6,Single-camera,canned_laugh_track
196,1963,30,The Danny Kaye Show,CBS,21.5,Multi-camera,studio_audience
197,1963,30,Bob Hope Presents the Chrysler Theatre,NBC,21.5,Unknown,no_added_laughter
198,1964,2,Bewitched,ABC,31.0,Single-camera,canned_laugh_track
199,1964,3,"Gomer Pyle, U.S.M.C.",CBS,30.7,Unknown,canned_laugh_track
200,1964,4,The Andy Griffith Show,CBS,28.3,Single-camera,canned_laugh_track
201,1964,6,The Red Skelton Hour,CBS,27.4,Unknown,studio_audience
202,1964,7,The Dick Van Dyke Show,CBS,27.1,Unknown,studio_audience
203,1964,8,The Lucy Show,CBS,26.6,Multi-camera,studio_audience
204,1964,12,The Beverly Hillbillies,CBS,25.6,Single-camera,canned_laugh_track
205,1964,13,My Three Sons,ABC,25.5,Unknown,canned_laugh_track
206,1964,15,Petticoat Junction,CBS,25.2,Single-camera,canned_laugh_track
207,1964,15,The Ed Sullivan Show,CBS,25.2,Multi-camera,studio_audience
208,1964,17,Lassie,CBS,25.1,Unknown,no_added_laughter
209,1964,18,The Munsters,CBS,24.7,Single-camera,canned_laugh_track
210,1964,18,Gilligan's Island,CBS,24.7,Single-camera,canned_laugh_track
211,1964,21,The Jackie Gleason Show,CBS,24.4,Multi-camera,studio_audience
212,1964,23,The Addams Family,ABC,23.9,Unknown,canned_laugh_track
213,1964,24,My Favorite Martian,CBS,23.7,Single-camera,canned_laugh_track
214,1964,28,The Patty Duke Show,ABC,22.4,Single-camera,canned_laugh_track
215,1964,29,McHale's Navy,ABC,22.3,Single-camera,canned_laugh_track
216,1965,2,"Gomer Pyle, U.S.M.C.",CBS,27.8,Unknown,canned_laugh_track
217,1965,3,The Lucy Show,CBS,27.7,Multi-camera,studio_audience
218,1965,4,The Red Skelton Hour,CBS,27.6,Unknown,studio_audience
219,1965,6,The Andy Griffith Show,CBS,26.9,Single-camera,canned_laugh_track
220,1965,7,Bewitched,ABC,25.9,Single-camera,canned_laugh_track
221,1965,7,The Beverly Hillbillies,CBS,25.9,Single-camera,canned_laugh_track
222,1965,9,Hogan's Heroes,CBS,24.9,Unknown,canned_laugh_track
223,1965,11,Green Acres,CBS,24.6,Single-camera,canned_laugh_track
224,1965,12,Get Smart,NBC,24.5,single-camera,canned_laugh_track
225,1965,13,The Man from U.N.C.L.E.,NBC,24.0,Single-camera,no_added_laughter
226,1965,15,My Three Sons,CBS,23.8,Unknown,canned_laugh_track
227,1965,16,The Dick Van Dyke Show,CBS,23.6,Unknown,studio_audience
228,1965,17,The Ed Sullivan Show,CBS,23.2,Multi-camera,studio_audience
229,1965,21,Petticoat Junction,CBS,22.3,Single-camera,canned_laugh_track
230,1965,22,Gilligan's Island,CBS,22.1,Single-camera,canned_laugh_track
231,1965,23,The Wild Wild West,CBS,22.0,Unknown,no_added_laughter
232,1965,23,The Jackie Gleason Show,CBS,22.0,Multi-camera,studio_audience
233,1965,27,Lassie,CBS,21.8,Unknown,no_added_laughter
234,1965,27,I Dream of Jeannie,NBC,21.8,Single-camera,canned_laugh_track
235,1966,2,The Red Skelton Hour,CBS,28.2,Unknown,studio_audience
236,1966,3,The Andy Griffith Show,CBS,27.4,Single-camera,canned_laugh_track
237,1966,4,The Lucy Show,CBS,26.2,Multi-camera,studio_audience
238,1966,5,The Jackie Gleason Show,CBS,25.3,Multi-camera,studio_audience
239,1966,6,Green Acres,CBS,24.6,Single-camera,canned_laugh_track
240,1966,7,Bewitched,ABC,23.4,Single-camera,canned_laugh_track
241,1966,7,The Beverly Hillbillies,CBS,23.4,Single-camera,canned_laugh_track
242,1966,10,"Gomer Pyle, U.S.M.C.",CBS,22.8,Unknown,canned_laugh_track
243,1966,10,The Ed Sullivan Show,CBS,22.8,Multi-camera,studio_audience
244,1966,14,The Dean Martin Show,NBC,22.6,Unknown,canned_laugh_track
245,1966,14,Family Affair,CBS,22.6,Unknown,canned_laugh_track
246,1966,16,The Smothers Brothers Comedy Hour,CBS,22.2,Multi-camera,studio_audience
247,1966,17,Hogan's Heroes,CBS,21.8,Unknown,canned_laugh_track
248,1966,22,Get Smart,NBC,21.0,single-camera,canned_laugh_track
249,1966,23,Petticoat Junction,CBS,20.9,Single-camera,canned_laugh_track
250,1966,26,Bob Hope Presents the Chrysler Theatre,NBC,20.7,Unknown,no_added_laughter
251,1966,29,My Three Sons,CBS,20.2,Unknown,canned_laugh_track
252,1967,1,The Andy Griffith Show,CBS,27.6,Single-camera,canned_laugh_track
253,1967,2,The Lucy Show,CBS,27.0,Multi-camera,studio_audience
254,1967,3,"Gomer Pyle, U.S.M.C.",CBS,25.6,Unknown,canned_laugh_track
255,1967,4,Family Affair,CBS,25.5,Unknown,canned_laugh_track
256,1967,7,The Red Skelton Show,CBS,25.3,Unknown,studio_audience
257,1967,8,The Dean Martin Show,NBC,24.8,Unknown,studio_audience
258,1967,9,The Jackie Gleason Show,CBS,23.9,Multi-camera,studio_audience
259,1967,11,Bewitched,ABC,23.5,Single-camera,canned_laugh_track
260,1967,12,The Beverly Hillbillies,CBS,23.3,Single-camera,canned_laugh_track
261,1967,13,The Ed Sullivan Show,CBS,23.2,Multi-camera,studio_audience
262,1967,15,Green Acres,CBS,22.8,Single-camera,canned_laugh_track
263,1967,18,The Smothers Brothers Comedy Hour,CBS,21.7,Multi-camera,studio_audience
264,1967,21,Rowan & Martin's Laugh-In,NBC,21.3,Unknown,canned_laugh_track
265,1967,24,My Three Sons,CBS,20.8,Unknown,canned_laugh_track
266,1967,27,The Carol Burnett Show,CBS,20.1,Multi-camera,studio_audience
267,1967,30,Lassie,CBS,19.9,Unknown,no_added_laughter
268,1968,1,Rowan & Martin's Laugh-In,NBC,31.8,Unknown,canned_laugh_track
269,1968,2,"Gomer Pyle, U.S.M.C.",CBS,27.2,Unknown,canned_laugh_track
270,1968,4,Mayberry R.F.D.,CBS,25.4,Unknown,canned_laugh_track
271,1968,5,Family Affair,CBS,25.2,Unknown,canned_laugh_track
272,1968,8,The Dean Martin Show,NBC,24.1,Unknown,canned_laugh_track
273,1968,9,Here's Lucy,CBS,23.8,Unknown,studio_audience
274,1968,10,The Beverly Hillbillies,CBS,23.5,Single-camera,canned_laugh_track
275,1968,11,Bewitched,ABC,23.3,Single-camera,canned_laugh_track
276,1968,11,The Red Skelton Hour,CBS,23.3,Unknown,studio_audience
277,1968,14,My Three Sons,CBS,22.8,Unknown,canned_laugh_track
278,1968,15,The Glen Campbell Goodtime Hour,CBS,22.5,Unknown,studio_audience
279,1968,19,Green Acres,CBS,21.6,Single-camera,canned_laugh_track
280,1968,23,The Ed Sullivan Show,CBS,21.2,Multi-camera,studio_audience
281,1968,24,The Carol Burnett Show,CBS,20.8,Multi-camera,studio_audience
282,1968,24,The Jackie Gleason Show,CBS,20.8,Multi-camera,studio_audience
283,1968,26,I Dream of Jeannie,NBC,20.7,Single-camera,canned_laugh_track
284,1968,27,The Smothers Brothers Comedy Hour,CBS,20.6,Multi-camera,studio_audience
285,1968,30,The Doris Day Show,CBS,20.4,Unknown,canned_laugh_track
286,1969,1,Rowan & Martin's Laugh-In,NBC,26.3,Unknown,canned_laugh_track
287,1969,4,Mayberry R.F.D.,CBS,24.4,Unknown,canned_laugh_track
288,1969,5,Family Affair,CBS,24.2,Unknown,canned_laugh_track
289,1969,6,Here's Lucy,CBS,23.9,Unknown,studio_audience
290,1969,7,The Red Skelton Hour,CBS,23.8,Unknown,studio_audience
291,1969,10,The Doris Day Show,CBS,22.8,Unknown,canned_laugh_track
292,1969,11,The Bill Cosby Show,NBC,22.7,Unknown,no_added_laughter
293,1969,13,The Carol Burnett Show,CBS,22.1,Multi-camera,studio_audience
294,1969,14,The Dean Martin Show,NBC,21.9,Unknown,studio_audience
295,1969,15,My Three Sons,CBS,21.8,Unknown,canned_laugh_track
296,1969,18,The Beverly Hillbillies,CBS,21.7,Single-camera,canned_laugh_track
297,1969,20,The Glen Campbell Goodtime Hour,CBS,21.0,Unknown,studio_audience
298,1969,20,Hee Haw,CBS,21.0,Unknown,canned_laugh_track
299,1969,24,Bewitched,ABC,20.6,Single-camera,canned_laugh_track
300,1969,27,The Ed Sullivan Show,CBS,20.3,Multi-camera,studio_audience
301,1970,2,The Flip Wilson Show,NBC,27.9,Unknown,studio_audience
302,1970,3,Here's Lucy,CBS,26.1,Unknown,studio_audience
303,1970,13,Rowan & Martin's Laugh-In,NBC,22.4,Unknown,canned_laugh_track
304,1970,15,Mayberry R.F.D.,CBS,22.3,Unknown,canned_laugh_track
305,1970,16,Hee Haw,CBS,21.4,Unknown,canned_laugh_track
306,1970,19,My Three Sons,CBS,20.8,Unknown,canned_laugh_track
307,1970,20,The Doris Day Show,CBS,20.7,Unknown,canned_laugh_track
308,1970,21,The Smith Family,ABC,20.6,Unknown,canned_laugh_track
309,1970,22,The Mary Tyler Moore Show,CBS,20.3,Unknown,studio_audience
310,1970,24,The Dean Martin Show,NBC,20.0,Unknown,studio_audience
311,1970,25,The Carol Burnett Show,CBS,19.8,Multi-camera,studio_audience
312,1970,25,The Partridge Family,ABC,19.8,Single-camera,canned_laugh_track
313,1971,1,All in the Family,CBS,34.0,Unknown,studio_audience
314,1971,2,The Flip Wilson Show,NBC,28.2,Unknown,studio_audience
315,1971,6,Sanford and Son,NBC,25.2,Multi-camera,studio_audience
316,1971,10,The Mary Tyler Moore Show,CBS,23.7,Unknown,studio_audience
317,1971,10,Here's Lucy,CBS,23.7,Unknown,studio_audience
318,1971,16,The Partridge Family,ABC,22.6,Single-camera,canned_laugh_track
319,1971,18,The New Dick Van Dyke Show,CBS,22.2,Unknown,studio_audience
320,1971,22,Rowan & Martin's Laugh-In,NBC,21.4,Unknown,canned_laugh_track
321,1971,23,The Carol Burnett Show,CBS,21.2,Multi-camera,studio_audience
322,1971,23,The Doris Day Show,CBS,21.2,Unknown,canned_laugh_track
323,1971,27,The Sonny & Cher Comedy Hour,CBS,20.2,Unknown,studio_audience
324,1971,28,Room 222,ABC,19.8,Single-camera,no_added_laughter
325,1972,1,All in the Family,CBS,33.3,Unknown,studio_audience
326,1972,2,Sanford and Son,NBC,27.6,Multi-camera,studio_audience
327,1972,4,Maude,CBS,24.7,Unknown,studio_audience
328,1972,5,Bridget Loves Bernie,CBS,24.2,Unknown,canned_laugh_track
329,1972,7,The Mary Tyler Moore Show,CBS,23.6,Unknown,studio_audience
330,1972,12,The Flip Wilson Show,NBC,23.1,Unknown,studio_audience
331,1972,15,Here's Lucy,CBS,21.9,Unknown,studio_audience
332,1972,16,The Bob Newhart Show,CBS,21.8,Multi-camera,studio_audience
333,1972,19,The Partridge Family,ABC,20.6,Single-camera,canned_laugh_track
334,1972,22,The Carol Burnett Show,CBS,20.3,Multi-camera,studio_audience
335,1972,25,The Little People,NBC,19.9,Unknown,canned_laugh_track
336,1973,1,All in the Family,CBS,31.2,Unknown,studio_audience
337,1973,3,Sanford and Son,NBC,27.5,Multi-camera,studio_audience
338,1973,4,M*A*S*H,CBS,25.7,Unknown,canned_laugh_track
339,1973,6,Maude,CBS,23.5,Unknown,studio_audience
340,1973,7,The Sonny & Cher Comedy Hour,CBS,23.3,Unknown,studio_audience
341,1973,9,The Mary Tyler Moore Show,CBS,23.1,Unknown,studio_audience
342,1973,12,The Bob Newhart Show,CBS,22.3,Multi-camera,studio_audience
343,1973,16,Happy Days,ABC,21.5,Single-camera,studio_audience
344,1973,17,Good Times,CBS,21.4,Multi-camera,studio_audience
345,1973,27,The Carol Burnett Show,CBS,20.1,Multi-camera,studio_audience
346,1973,29,Here's Lucy,CBS,20.0,Unknown,studio_audience
347,1974,1,All in the Family,CBS,30.2,Unknown,studio_audience
348,1974,2,Sanford and Son,NBC,29.6,Multi-camera,studio_audience
349,1974,3,Chico and the Man,NBC,28.5,Multi-camera,studio_audience
350,1974,4,The Jeffersons,CBS,27.6,Multi-camera,studio_audience
351,1974,5,M*A*S*H,CBS,27.4,Unknown,canned_laugh_track
352,1974,6,Rhoda,CBS,26.3,Unknown,studio_audience
353,1974,7,Good Times,CBS,25.8,Multi-camera,studio_audience
354,1974,9,Maude,CBS,24.9,Unknown,studio_audience
355,1974,11,The Mary Tyler Moore Show,CBS,24.0,Unknown,studio_audience
356,1974,17,The Bob Newhart Show,CBS,22.4,Multi-camera,studio_audience
357,1974,22,Cher,CBS,21.3,Unknown,studio_audience
358,1974,25,Paul Sand in Friends and Lovers,CBS,20.7,Unknown,studio_audience
359,1974,25,Tony Orlando & Dawn,CBS,20.7,Unknown,studio_audience
360,1974,29,The Carol Burnett Show,CBS,20.4,Multi-camera,studio_audience
361,1975,1,All in the Family,CBS,30.1,Unknown,studio_audience
362,1975,3,Laverne & Shirley,ABC,27.5,Unknown,studio_audience
363,1975,4,Maude,CBS,25.0,Unknown,studio_audience
364,1975,6,Phyllis,CBS,24.5,Unknown,studio_audience
365,1975,7,Sanford and Son,NBC,24.4,Multi-camera,studio_audience
366,1975,7,Rhoda,CBS,24.4,Unknown,studio_audience
367,1975,11,Happy Days,ABC,23.9,Single-camera,studio_audience
368,1975,12,One Day at a Time,CBS,23.1,Unknown,studio_audience
369,1975,14,M*A*S*H,CBS,22.9,Unknown,canned_laugh_track
370,1975,16,Good Heavens,ABC,22.5,Unknown,canned_laugh_track
371,1975,18,"Welcome Back, Kotter",ABC,22.1,Unknown,studio_audience
