,year,rank,show_title,network,rating
0,1950,1,Texaco Star Theater,NBC,61.6
1,1950,2,Fireside Theatre,NBC,52.6
2,1950,3,Philco TV Playhouse,NBC,45.3
3,1950,4,Your Show of Shows,NBC,42.6
4,1950,5,The Colgate Comedy Hour,NBC,42.0
5,1950,6,Gillette Cavalcade of Sports,NBC,41.3
6,1950,7,The Lone Ranger,ABC,41.2
7,1950,8,Arthur Godfrey's Talent Scouts,CBS,40.6
8,1950,9,Hopalong Cassidy,NBC,39.9
9,1950,10,Mama,CBS,39.7
10,1950,11,Robert Montgomery Presents,NBC,38.8
11,1950,12,"Martin Kane, Private Eye",NBC,37.8
12,1950,13,Man Against Crime,CBS,37.4
13,1950,14,Kraft Television Theatre,NBC,37.0
14,1950,15,The Toast of the Town,CBS,36.5
15,1950,16,The Aldrich Family,NBC,36.1
16,1950,17,You Bet Your Life,NBC,36.0
17,1950,18,Arthur Godfrey and His Friends,CBS,35.9
18,1950,19,Armstrong Circle Theatre,NBC,35.6
19,1950,Lights Out,,NBC,35.6
20,1950,Big Town,,NBC,35.6
21,1950,22,The Alan Young Show,NBC,34.4
22,1950,23,Stop the Music,ABC,34.0
23,1950,24,Studio One,CBS,33.8
24,1950,25,The Big Story,NBC,33.7
25,1950,26,Pabst Blue Ribbon Bouts,CBS,33.4
26,1950,The Original Amateur Hour,,CBS,33.4
27,1950,28,The Ken Murray Show,CBS,32.1
28,1950,29,Your Hit Parade,NBC,32.0
29,1950,30,Lux Video Theatre,CBS,31.5
30,1950,The Speidel Show,,CBS,31.5
31,1951,1,Arthur Godfrey's Talent Scouts,CBS,53.8
32,1951,2,Texaco Star Theater,NBC,52.0
33,1951,3,I Love Lucy,CBS,50.9
34,1951,4,The Red Skelton Show,NBC,50.2
35,1951,5,The Colgate Comedy Hour,NBC,45.3
36,1951,6,Arthur Godfrey and His Friends,CBS,43.3
37,1951,7,Fireside Theatre,NBC,43.1
38,1951,8,Your Show of Shows,NBC,43.0
39,1951,9,The Jack Benny Show,CBS,42.8
40,1951,10,You Bet Your Life,NBC,42.1
41,1951,11,Mama,CBS,41.3
42,1951,12,Philco TV Playhouse,NBC,40.4
43,1951,13,Amos 'n' Andy,CBS,38.9
44,1951,14,Gangbusters,NBC,38.7
45,1951,15,Big Town,CBS,38.5
46,1951,16,Goodyear TV Playhouse,NBC,37.8
47,1951,17,Pabst Blue Ribbon Bouts,CBS,37.5
48,1951,18,The Lone Ranger,ABC,36.8
49,1951,19,Gillette Cavalcade of Sports,NBC,36.5
50,1951,20,All Star Revue,NBC,36.3
51,1951,Dragnet,,NBC,36.3
52,1951,22,The Alan Young Show,CBS,35.8
53,1951,23,Kraft Television Theatre,NBC,34.8
54,1951,24,Armstrong Circle Theatre,NBC,34.7
55,1951,25,Strike It Rich,CBS,34.5
56,1951,26,Robert Montgomery Presents,NBC,34.4
57,1951,27,The Roy Rogers Show,NBC,32.7
58,1951,28,Hopalong Cassidy,NBC,32.2
59,1951,29,Man Against Crime,CBS,32.0
60,1951,Racket Squad,,CBS,32.0
61,1952,1,I Love Lucy,CBS,67.3
62,1952,2,Arthur Godfrey's Talent Scouts,CBS,54.7
63,1952,3,Arthur Godfrey and His Friends,CBS,47.1
64,1952,4,Dragnet,NBC,46.8
65,1952,5,Texaco Star Theater,NBC,46.7
66,1952,6,The Buick Circus Hour,NBC,46.0
67,1952,7,The Colgate Comedy Hour,NBC,44.3
68,1952,8,Gangbusters,NBC,42.4
69,1952,9,You Bet Your Life,NBC,41.6
70,1952,10,Fireside Theatre,NBC,40.6
71,1952,11,The Red Buttons Show,CBS,40.2
72,1952,12,The Jack Benny Show,CBS,39.0
73,1952,13,Life with Luigi,CBS,38.5
74,1952,14,Pabst Blue Ribbon Bouts,CBS,37.9
75,1952,15,Goodyear TV Playhouse,NBC,37.8
76,1952,16,The Life of Riley,NBC,37.4
77,1952,17,Philco TV Playhouse,NBC,37.3
78,1952,18,Mama,CBS,37.0
79,1952,19,Your Show of Shows,NBC,36.0
80,1952,20,What's My Line?,CBS,35.3
81,1952,Strike It Rich,,CBS,35.3
82,1952,22,Our Miss Brooks,CBS,35.0
83,1952,The Big Story,,CBS,35.0
84,1952,24,Gillette Cavalcade of Sports,CBS,34.7
85,1952,25,Amos 'n' Andy,CBS,34.4
86,1952,26,All Star Revue,NBC,34.3
87,1952,27,Treasury Men in Action,NBC,34.2
88,1952,28,The Red Skelton Show,NBC,33.7
89,1952,The Lone Ranger,ABC,NBC,33.7
90,1952,30,Ford Theatre,NBC,33.6
91,1953,1,I Love Lucy,CBS,58.8
92,1953,2,Dragnet,NBC,53.2
93,1953,3,Arthur Godfrey's Talent Scouts,CBS,43.6
94,1953,You Bet Your Life,,CBS,43.6
95,1953,5,The Milton Berle Show,CBS,40.2
96,1953,6,Arthur Godfrey and His Friends,CBS,38.9
97,1953,7,Ford Theatre,NBC,38.8
98,1953,8,The Jackie Gleason Show,CBS,38.1
99,1953,9,Fireside Theatre,NBC,36.4
100,1953,10,The Colgate Comedy Hour,NBC,36.2
101,1953,This Is Your Life,,NBC,36.2
102,1953,12,The Red Buttons Show,CBS,35.3
103,1953,13,The Life of Riley,NBC,35.0
104,1953,14,Our Miss Brooks,CBS,34.2
105,1953,15,Treasury Men in Action,NBC,33.9
106,1953,16,The Jack Benny Show,CBS,33.3
107,1953,17,The Toast of the Town,CBS,33.0
108,1953,18,Gillette Cavalcade of Sports,NBC,32.7
109,1953,19,Philco TV Playhouse,NBC,32.5
110,1953,20,The George Burns and Gracie Allen Show,CBS,32.4
111,1953,21,Kraft Television Theatre,NBC,31.3
112,1953,22,Goodyear TV Playhouse,NBC,31.0
113,1953,23,Pabst Blue Ribbon Bouts,CBS,30.9
114,1953,24,Private Secretary,CBS,30.3
115,1953,25,I Married Joan,NBC,30.2
116,1953,Mama,,NBC,30.2
117,1953,27,General Electric Theater,NBC,29.9
118,1953,28,What's My Line?,NBC,29.6
119,1953,29,The Big Story,NBC,29.5
120,1953,"Martin Kane, Private Eye",,NBC,29.5
121,1953,Your Hit Parade,,NBC,29.5
122,1954,1,I Love Lucy,CBS,49.3
123,1954,2,The Jackie Gleason Show,CBS,42.4
124,1954,3,Dragnet,NBC,42.1
125,1954,4,You Bet Your Life,NBC,41.0
126,1954,5,The Toast of the Town,CBS,39.6
127,1954,6,Disneyland,ABC,39.1
128,1954,7,The Jack Benny Show,CBS,38.3
129,1954,8,The George Gobel Show,NBC,35.2
130,1954,9,Ford Theatre,NBC,34.9
131,1954,10,December Bride,CBS,34.7
132,1954,11,The Buick-Berle Show,NBC,34.6
133,1954,12,This Is Your Life,NBC,34.5
134,1954,13,I've Got a Secret,CBS,34.0
135,1954,14,Two for the Money,CBS,33.9
136,1954,15,Your Hit Parade,NBC,33.6
137,1954,16,The Millionaire,CBS,33.0
138,1954,17,General Electric Theater,CBS,32.6
139,1954,18,Arthur Godfrey's Talent Scouts,CBS,32.5
140,1954,19,Private Secretary,CBS,32.2
141,1954,20,Fireside Theatre,NBC,31.1
142,1954,21,The Life of Riley,NBC,30.9
143,1954,22,Arthur Godfrey and His Friends,CBS,29.8
144,1954,23,The Adventures of Rin Tin Tin,ABC,29.5
145,1954,24,Topper,CBS,29.4
146,1954,25,Pabst Blue Ribbon Bouts,CBS,29.1
147,1954,26,The George Burns and Gracie Allen Show,CBS,29.0
148,1954,27,The Colgate Comedy Hour,NBC,28.0
149,1954,28,The Loretta Young Show,NBC,27.7
150,1954,29,My Little Margie,NBC,27.1
151,1954,30,The Roy Rogers Show,NBC,26.9
152,1955,1,"The $64,000 Question",CBS,47.5
153,1955,2,I Love Lucy,CBS,46.1
154,1955,3,The Ed Sullivan Show,CBS,39.5
155,1955,4,Disneyland,ABC,37.4
156,1955,5,The Jack Benny Show,CBS,37.2
157,1955,6,December Bride,CBS,37.0
158,1955,7,You Bet Your Life,NBC,35.4
159,1955,8,Dragnet,NBC,35.0
160,1955,9,The Millionaire,CBS,33.8
161,1955,10,I've Got a Secret,CBS,33.5
162,1955,11,General Electric Theater,CBS,32.9
163,1955,12,Private Secretary,CBS,32.4
164,1955,Ford Theatre,,CBS,32.4
165,1955,14,The Red Skelton Show,CBS,32.3
166,1955,15,The George Gobel Show,NBC,31.9
167,1955,16,Arthur Godfrey's Talent Scouts,CBS,31.1
168,1955,17,The Lineup,CBS,30.8
169,1955,18,,NBC,30.3
170,1955,19,The Honeymooners,CBS,30.2
171,1955,20,The Adventures of Robin Hood,CBS,30.1
172,1955,21,The Life of Riley,NBC,29.9
173,1955,22,Climax!,CBS,29.6
174,1955,23,Your Hit Parade,NBC,29.1
175,1955,24,Fireside Theatre,NBC,29.0
176,1955,25,Lux Video Theatre,NBC,28.9
177,1955,26,This Is Your Life,NBC,28.8
178,1955,27,People Are Funny,NBC,28.4
179,1955,The George Burns and Gracie Allen Show,,NBC,28.4
180,1955,29,The Chevy Show,NBC,28.2
181,1955,30,The Phil Silvers Show,CBS,28.1
182,1956,1,I Love Lucy,CBS,43.7
183,1956,2,The Ed Sullivan Show,CBS,38.4
184,1956,3,General Electric Theater,CBS,36.9
185,1956,4,"The $64,000 Question",CBS,36.4
186,1956,5,December Bride,CBS,35.2
187,1956,6,Alfred Hitchcock Presents,CBS,33.9
188,1956,7,I've Got a Secret,CBS,32.7
189,1956,Gunsmoke,,CBS,32.7
190,1956,9,,NBC,32.6
191,1956,10,The Jack Benny Show,CBS,32.3
192,1956,11,Dragnet,NBC,32.1
193,1956,12,Arthur Godfrey's Talent Scouts,CBS,31.9
194,1956,13,The Millionaire,CBS,31.8
195,1956,Disneyland,ABC,CBS,31.8
196,1956,15,The Red Skelton Show,CBS,31.4
197,1956,The Lineup,,CBS,31.4
198,1956,17,You Bet Your Life,NBC,31.1
199,1956,18,The Life and Legend of Wyatt Earp,ABC,31.0
200,1956,19,The Ford Show,NBC,30.7
201,1956,20,The Adventures of Robin Hood,CBS,30.3
202,1956,21,People Are Funny,NBC,30.2
203,1956,22,"The $64,000 Challenge",CBS,29.7
204,1956,The Phil Silvers Show,,CBS,29.7
205,1956,24,Lassie,CBS,29.5
206,1956,25,Private Secretary,CBS,29.0
207,1956,26,Climax!,CBS,28.9
208,1956,What's My Line?,,CBS,28.9
209,1956,28,The George Burns and Gracie Allen Show,CBS,27.8
210,1956,29,The Jackie Gleason Show,CBS,27.6
211,1956,30,Name That Tune,CBS,27.2
212,1957,1,Gunsmoke,CBS,43.1
213,1957,2,The Danny Thomas Show,CBS,35.3
214,1957,3,Tales of Wells Fargo,NBC,35.2
215,1957,4,Have Gun – Will Travel,CBS,33.7
216,1957,5,I've Got a Secret,CBS,33.4
217,1957,6,The Life and Legend of Wyatt Earp,ABC,32.6
218,1957,7,General Electric Theater,CBS,31.5
219,1957,8,The Restless Gun,NBC,31.4
220,1957,9,December Bride,CBS,30.7
221,1957,10,You Bet Your Life,NBC,30.6
222,1957,11,,NBC,30.5
223,1957,12,Alfred Hitchcock Presents,CBS,30.3
224,1957,Cheyenne,,CBS,30.3
225,1957,14,The Ford Show,NBC,29.7
226,1957,15,The Red Skelton Show,CBS,28.9
227,1957,16,The Gale Storm Show,CBS,28.8
228,1957,17,The Millionaire,CBS,28.5
229,1957,18,The Lineup,CBS,28.4
230,1957,19,This Is Your Life,NBC,28.1
231,1957,"The $64,000 Question",,NBC,28.1
232,1957,21,Zane Grey Theater,NBC,27.9
233,1957,22,Lassie,NBC,27.8
234,1957,23,Wagon Train,NBC,27.7
235,1957,Sugarfoot,,NBC,27.7
236,1957,Father Knows Best,,NBC,27.7
237,1957,26,Twenty-One,NBC,27.6
238,1957,27,The Ed Sullivan Show,CBS,27.3
239,1957,28,The Jack Benny Show,CBS,27.1
240,1957,29,People Are Funny,NBC,27.0
241,1957,30,The Loretta Young Show,NBC,26.6
242,1957,Zorro,,NBC,26.6
243,1957,The Real McCoys,,NBC,26.6
244,1958,1,Gunsmoke,CBS,39.6
245,1958,2,Wagon Train,NBC,36.1
246,1958,3,Have Gun – Will Travel,CBS,34.3
247,1958,4,The Rifleman,ABC,33.1
248,1958,5,The Danny Thomas Show,CBS,32.8
249,1958,6,Maverick,ABC,30.4
250,1958,7,Tales of Wells Fargo,NBC,30.2
251,1958,8,The Real McCoys,ABC,30.1
252,1958,9,I've Got a Secret,CBS,29.8
253,1958,10,The Life and Legend of Wyatt Earp,ABC,29.1
254,1958,11,The Price Is Right,NBC,28.6
255,1958,12,The Red Skelton Show,CBS,28.5
256,1958,13,Zane Grey Theater,CBS,28.3
257,1958,Father Knows Best,,CBS,28.3
258,1958,15,The Texan,CBS,28.2
259,1958,16,Wanted: Dead or Alive,CBS,28.0
260,1958,Peter Gunn,,CBS,28.0
261,1958,18,Cheyenne,ABC,27.9
262,1958,19,Perry Mason,CBS,27.5
263,1958,20,The Ford Show,NBC,27.2
264,1958,21,Sugarfoot,ABC,27.0
265,1958,The Ann Sothern Show,,ABC,27.0
266,1958,The Perry Como Show,,ABC,27.0
267,1958,24,Alfred Hitchcock Presents,CBS,26.8
268,1958,25,Name That Tune,CBS,26.7
269,1958,General Electric Theater,,CBS,26.7
270,1958,27,The Lawman,ABC,26.0
271,1958,28,Rawhide,CBS,25.9
272,1958,29,This Is Your Life,NBC,25.8
273,1958,30,The Millionaire,CBS,25.6
274,1959,1,Gunsmoke,CBS,40.3
275,1959,2,Wagon Train,NBC,38.4
276,1959,3,Have Gun – Will Travel,CBS,34.7
277,1959,4,The Danny Thomas Show,CBS,31.1
278,1959,5,The Red Skelton Show,CBS,30.8
279,1959,6,Father Knows Best,CBS,29.7
280,1959,77 Sunset Strip,ABC,CBS,29.7
281,1959,8,The Price Is Right,NBC,29.2
282,1959,9,Wanted: Dead or Alive,CBS,28.7
283,1959,10,Perry Mason,CBS,28.3
284,1959,11,The Real McCoys,ABC,28.2
285,1959,12,The Ed Sullivan Show,CBS,28.0
286,1959,13,The Rifleman,ABC,27.5
287,1959,14,The Ford Show,NBC,27.4
288,1959,15,The Lawman,ABC,26.2
289,1959,16,Dennis the Menace,CBS,26.0
290,1959,17,Cheyenne,ABC,25.9
291,1959,18,Rawhide,CBS,25.8
292,1959,19,Maverick,ABC,25.2
293,1959,20,The Life and Legend of Wyatt Earp,ABC,25.0
294,1959,21,Mr. Lucky,CBS,24.4
295,1959,Zane Grey Theater,,CBS,24.4
296,1959,General Electric Theater,,CBS,24.4
297,1959,24,The Ann Sothern Show,CBS,24.2
298,1959,25,Alfred Hitchcock Presents,CBS,24.1
299,1959,26,You Bet Your Life,NBC,24.0
300,1959,27,What's My Line?,CBS,23.9
301,1959,28,I've Got a Secret,CBS,23.5
302,1959,29,,NBC,23.1
303,1959,Lassie,,NBC,23.1
304,1960,1,Gunsmoke,CBS,37.3
305,1960,2,Wagon Train,NBC,34.2
306,1960,3,Have Gun – Will Travel,CBS,30.9
307,1960,4,The Andy Griffith Show,CBS,27.8
308,1960,5,The Real McCoys,ABC,27.7
309,1960,6,Rawhide,CBS,27.5
310,1960,7,Candid Camera,CBS,27.3
311,1960,8,The Untouchables,ABC,27.0
312,1960,The Price Is Right,,ABC,27.0
313,1960,10,The Jack Benny Show,CBS,26.2
314,1960,11,Dennis the Menace,CBS,26.1
315,1960,12,The Danny Thomas Show,CBS,25.9
316,1960,13,My Three Sons,ABC,25.8
317,1960,77 Sunset Strip,,ABC,25.8
318,1960,15,The Ed Sullivan Show,CBS,25.0
319,1960,16,Perry Mason,CBS,24.9
320,1960,17,Bonanza,NBC,24.8
321,1960,18,The Flintstones,ABC,24.3
322,1960,19,The Red Skelton Show,CBS,24.0
323,1960,20,General Electric Theater,CBS,23.4
324,1960,21,Checkmate,CBS,23.2
325,1960,22,What's My Line?,CBS,23.1
326,1960,23,The Many Loves of Dobie Gillis,CBS,23.0
327,1960,24,The Ford Show,NBC,22.9
328,1960,25,The Garry Moore Show,CBS,22.7
329,1960,26,The Lawman,ABC,22.3
330,1960,27,The Rifleman,ABC,22.1
331,1960,28,Cheyenne,ABC,22.0
332,1960,29,Peter Gunn,NBC,21.9
333,1960,30,Route 66,CBS,21.7
334,1961,1,Wagon Train,NBC,32.1
335,1961,2,Bonanza,NBC,30.0
336,1961,3,Gunsmoke,CBS,28.3
337,1961,4,Hazel,NBC,27.7
338,1961,5,Perry Mason,CBS,27.3
339,1961,6,The Red Skelton Show,CBS,27.1
340,1961,7,The Andy Griffith Show,CBS,27.0
341,1961,8,The Danny Thomas Show,CBS,26.1
342,1961,9,Dr. Kildare,NBC,25.6
343,1961,10,Candid Camera,CBS,25.5
344,1961,11,My Three Sons,ABC,24.7
345,1961,12,The Garry Moore Show,CBS,24.6
346,1961,13,Rawhide,CBS,24.5
347,1961,14,The Real McCoys,ABC,24.2
348,1961,15,Lassie,CBS,24.0
349,1961,Sing Along with Mitch,,CBS,24.0
350,1961,17,Dennis the Menace,CBS,23.8
351,1961,18,Ben Casey,ABC,23.7
352,1961,19,The Ed Sullivan Show,CBS,23.5
353,1961,20,"Car 54, Where Are You?",NBC,23.2
354,1961,21,The Flintstones,ABC,22.9
355,1961,The Many Loves of Dobie Gillis,,ABC,22.9
356,1961,23,Walt Disney's Wonderful World of Color,NBC,22.7
357,1961,24,The Joey Bishop Show,NBC,22.6
358,1961,25,,NBC,22.5
359,1961,26,The Defenders,CBS,22.4
360,1961,27,The Price Is Right,NBC,22.3
361,1961,The Rifleman,,NBC,22.3
362,1961,29,Have Gun – Will Travel,CBS,22.2
363,1961,30,The Donna Reed Show,ABC,21.9
364,1961,77 Sunset Strip,,ABC,21.9
365,1962,1,The Beverly Hillbillies,CBS,36.0
366,1962,2,Candid Camera,CBS,31.1
367,1962,The Red Skelton Show,,CBS,31.1
368,1962,4,Bonanza,NBC,29.8
369,1962,The Lucy Show,,NBC,29.8
370,1962,6,The Andy Griffith Show,NBC,29.7
371,1962,7,Ben Casey,ABC,28.7
372,1962,The Danny Thomas Show,,ABC,28.7
373,1962,9,The Dick Van Dyke Show,ABC,27.1
374,1962,10,Gunsmoke,ABC,27.0
375,1962,11,Dr. Kildare,NBC,26.2
376,1962,The Jack Benny Show,,NBC,26.2
377,1962,13,What's My Line?,NBC,25.5
378,1962,14,The Ed Sullivan Show,NBC,25.3
379,1962,15,Hazel,NBC,25.1
380,1962,16,I've Got a Secret,CBS,24.9
381,1962,17,The Jackie Gleason Show,CBS,24.1
382,1962,18,The Defenders,CBS,23.9
383,1962,19,The Garry Moore Show,CBS,23.3
384,1962,To Tell the Truth,,CBS,23.3
385,1962,Lassie,,CBS,23.3
386,1962,22,Rawhide,CBS,22.8
387,1962,23,Perry Mason,CBS,22.4
388,1962,24,Walt Disney's Wonderful World of Color,NBC,22.3
389,1962,25,Wagon Train,ABC,22.0
390,1962,26,The Virginian,NBC,21.7
391,1962,27,Route 66,CBS,21.3
392,1962,28,My Three Sons,ABC,21.0
393,1962,29,Have Gun – Will Travel,CBS,20.8
394,1962,30,The Flintstones,ABC,20.5
395,1963,1,The Beverly Hillbillies,CBS,39.1
396,1963,2,Bonanza,NBC,36.9
397,1963,3,The Dick Van Dyke Show,CBS,33.3
398,1963,4,Petticoat Junction,CBS,30.3
399,1963,5,The Andy Griffith Show,CBS,29.4
400,1963,6,The Lucy Show,CBS,28.1
401,1963,7,Candid Camera,CBS,27.7
402,1963,8,The Ed Sullivan Show,CBS,27.5
403,1963,9,The Danny Thomas Show,CBS,26.7
404,1963,10,My Favorite Martian,CBS,26.3
405,1963,11,The Red Skelton Show,CBS,25.7
406,1963,12,I've Got a Secret,CBS,25.0
407,1963,Lassie,,CBS,25.0
408,1963,The Jack Benny Show,,CBS,25.0
409,1963,15,The Jackie Gleason Show,CBS,24.6
410,1963,16,The Donna Reed Show,ABC,24.5
411,1963,17,The Virginian,NBC,24.0
412,1963,18,The Patty Duke Show,ABC,23.9
413,1963,19,Dr. Kildare,NBC,23.6
414,1963,20,Gunsmoke,CBS,23.5
415,1963,21,Walt Disney's Wonderful World of Color,NBC,23.0
416,1963,22,Hazel,NBC,22.8
417,1963,McHale's Navy,,NBC,22.8
418,1963,24,To Tell the Truth,CBS,22.6
419,1963,What's My Line?,,CBS,22.6
420,1963,26,Perry Mason,CBS,22.1
421,1963,27,My Three Sons,ABC,21.9
422,1963,28,The Fugitive,ABC,21.7
423,1963,29,The Adventures of Ozzie and Harriet,ABC,21.6
424,1963,30,The Danny Kaye Show,CBS,21.5
425,1963,Bob Hope Presents the Chrysler Theatre,,CBS,21.5
426,1964,1,Bonanza,NBC,36.3
427,1964,2,Bewitched,ABC,31.0
428,1964,3,"Gomer Pyle, U.S.M.C.",CBS,30.7
429,1964,4,The Andy Griffith Show,CBS,28.3
430,1964,5,The Fugitive,ABC,27.9
431,1964,6,The Red Skelton Hour,CBS,27.4
432,1964,7,The Dick Van Dyke Show,CBS,27.1
433,1964,8,The Lucy Show,CBS,26.6
434,1964,9,Peyton Place,ABC,26.4
435,1964,10,Combat!,ABC,26.1
436,1964,11,Walt Disney's Wonderful World of Color,NBC,25.7
437,1964,12,The Beverly Hillbillies,CBS,25.6
438,1964,13,My Three Sons,ABC,25.5
439,1964,14,Branded,NBC,25.3
440,1964,15,Petticoat Junction,CBS,25.2
441,1964,The Ed Sullivan Show,,CBS,25.2
442,1964,17,Lassie,CBS,25.1
443,1964,18,The Munsters,CBS,24.7
444,1964,Gilligan's Island,,CBS,24.7
445,1964,20,Peyton Place,ABC,24.6
446,1964,21,The Jackie Gleason Show,CBS,24.4
447,1964,22,The Virginian,NBC,24.0
448,1964,23,The Addams Family,ABC,23.9
449,1964,24,My Favorite Martian,CBS,23.7
450,1964,25,Flipper,NBC,23.4
451,1964,26,I've Got a Secret,CBS,23.0
452,1964,27,Gunsmoke,CBS,22.6
453,1964,28,The Patty Duke Show,ABC,22.4
454,1964,29,McHale's Navy,ABC,22.3
455,1964,30,The Lawrence Welk Show,ABC,22.0
456,1965,1,Bonanza,NBC,31.8
457,1965,2,"Gomer Pyle, U.S.M.C.",CBS,27.8
458,1965,3,The Lucy Show,CBS,27.7
459,1965,4,The Red Skelton Hour,CBS,27.6
460,1965,5,Batman,ABC,27.0
461,1965,6,The Andy Griffith Show,CBS,26.9
462,1965,7,Bewitched,ABC,25.9
463,1965,The Beverly Hillbillies,,ABC,25.9
464,1965,9,Hogan's Heroes,ABC,24.9
465,1965,10,Batman,ABC,24.7
466,1965,11,Green Acres,CBS,24.6
467,1965,12,Get Smart,NBC,24.5
468,1965,13,The Man from U.N.C.L.E.,NBC,24.0
469,1965,14,Daktari,CBS,23.9
470,1965,15,My Three Sons,CBS,23.8
471,1965,16,The Dick Van Dyke Show,CBS,23.6
472,1965,17,Walt Disney's Wonderful World of Color,NBC,23.2
473,1965,The Ed Sullivan Show,,NBC,23.2
474,1965,19,The Lawrence Welk Show,ABC,22.4
475,1965,I've Got a Secret,,ABC,22.4
476,1965,21,Petticoat Junction,ABC,22.3
477,1965,22,Gilligan's Island,ABC,22.1
478,1965,23,The Wild Wild West,ABC,22.0
479,1965,The Jackie Gleason Show,,ABC,22.0
480,1965,The Virginian,,ABC,22.0
481,1965,26,Daniel Boone,ABC,21.9
482,1965,27,Lassie,CBS,21.8
483,1965,I Dream of Jeannie,,CBS,21.8
484,1965,29,Flipper,CBS,21.6
485,1965,30,Gunsmoke,CBS,21.3
486,1966,1,Bonanza,NBC,29.1
487,1966,2,The Red Skelton Hour,CBS,28.2
488,1966,3,The Andy Griffith Show,CBS,27.4
489,1966,4,The Lucy Show,CBS,26.2
490,1966,5,The Jackie Gleason Show,CBS,25.3
491,1966,6,Green Acres,CBS,24.6
492,1966,7,Daktari,CBS,23.4
493,1966,Bewitched,ABC,CBS,23.4
494,1966,The Beverly Hillbillies,,CBS,23.4
495,1966,10,"Gomer Pyle, U.S.M.C.",CBS,22.8
496,1966,The Virginian,,CBS,22.8
497,1966,The Lawrence Welk Show,,CBS,22.8
498,1966,The Ed Sullivan Show,,CBS,22.8
499,1966,14,The Dean Martin Show,NBC,22.6
500,1966,Family Affair,,NBC,22.6
501,1966,16,The Smothers Brothers Comedy Hour,NBC,22.2
502,1966,17,Friday Night Movies,NBC,21.8
503,1966,Hogan's Heroes,,NBC,21.8
504,1966,19,Walt Disney's Wonderful World of Color,NBC,21.5
505,1966,20,Saturday Night at the Movies,NBC,21.4
506,1966,21,Dragnet,NBC,21.2
507,1966,22,Get Smart,NBC,21.0
508,1966,23,Petticoat Junction,CBS,20.9
509,1966,The Rat Patrol,,CBS,20.9
510,1966,25,Daniel Boone,NBC,20.8
511,1966,26,Bob Hope Presents the Chrysler Theatre,NBC,20.7
512,1966,27,Tarzan,NBC,20.5
513,1966,28,ABC Sunday Night Movie,ABC,20.4
514,1966,29,I Spy,NBC,20.2
515,1966,CBS Thursday Movie,,NBC,20.2
516,1966,My Three Sons,,NBC,20.2
517,1966,The F.B.I.,,NBC,20.2
518,1967,1,The Andy Griffith Show,CBS,27.6
519,1967,2,The Lucy Show,CBS,27.0
520,1967,3,"Gomer Pyle, U.S.M.C.",CBS,25.6
521,1967,4,Gunsmoke,CBS,25.5
522,1967,Family Affair,,CBS,25.5
523,1967,Bonanza,NBC,CBS,25.5
524,1967,7,The Red Skelton Show,CBS,25.3
525,1967,8,The Dean Martin Show,NBC,24.8
526,1967,9,The Jackie Gleason Show,CBS,23.9
527,1967,10,Saturday Night at the Movies,NBC,23.6
528,1967,11,Bewitched,ABC,23.5
529,1967,12,The Beverly Hillbillies,CBS,23.3
530,1967,13,The Ed Sullivan Show,CBS,23.2
531,1967,14,The Virginian,NBC,22.9
532,1967,15,Friday Night Movies,CBS,22.8
533,1967,Green Acres,,CBS,22.8
534,1967,17,The Lawrence Welk Show,ABC,21.9
535,1967,18,The Smothers Brothers Comedy Hour,CBS,21.7
536,1967,19,Gentle Ben,CBS,21.5
537,1967,20,Tuesday Night at the Movies,NBC,21.4
538,1967,21,Rowan & Martin's Laugh-In,NBC,21.3
539,1967,22,The F.B.I.,ABC,21.2
540,1967,23,Thursday Night Movie,CBS,21.1
541,1967,24,My Three Sons,CBS,20.8
542,1967,25,Walt Disney's Wonderful World of Color,NBC,20.7
543,1967,26,Ironside,NBC,20.5
544,1967,27,The Carol Burnett Show,CBS,20.1
545,1967,Dragnet,,CBS,20.1
546,1967,29,Daniel Boone,CBS,20.0
547,1967,30,Lassie,CBS,19.9
548,1967,It Takes a Thief,,CBS,19.9
549,1968,1,Rowan & Martin's Laugh-In,NBC,31.8
550,1968,2,"Gomer Pyle, U.S.M.C.",CBS,27.2
551,1968,3,Bonanza,NBC,26.6
552,1968,4,Mayberry R.F.D.,CBS,25.4
553,1968,5,Family Affair,CBS,25.2
554,1968,6,Gunsmoke,CBS,24.9
555,1968,7,Julia,NBC,24.6
556,1968,8,The Dean Martin Show,NBC,24.1
557,1968,9,Here's Lucy,CBS,23.8
558,1968,10,The Beverly Hillbillies,CBS,23.5
559,1968,11,Mission: Impossible,CBS,23.3
560,1968,Bewitched,ABC,CBS,23.3
561,1968,The Red Skelton Hour,,CBS,23.3
562,1968,14,My Three Sons,CBS,22.8
563,1968,15,The Glen Campbell Goodtime Hour,CBS,22.5
564,1968,16,Ironside,NBC,22.3
565,1968,17,The Virginian,NBC,21.8
566,1968,18,The F.B.I.,ABC,21.7
567,1968,19,Green Acres,CBS,21.6
568,1968,20,Dragnet,NBC,21.4
569,1968,21,Daniel Boone,NBC,21.3
570,1968,Walt Disney's Wonderful World of Color,,NBC,21.3
571,1968,23,The Ed Sullivan Show,CBS,21.2
572,1968,24,The Carol Burnett Show,CBS,20.8
573,1968,The Jackie Gleason Show,,CBS,20.8
574,1968,26,I Dream of Jeannie,NBC,20.7
575,1968,27,The Smothers Brothers Comedy Hour,CBS,20.6
576,1968,28,The Mod Squad,ABC,20.5
